"Id","Algorithms","Query","Answer","Audio URL","Comment","ContextFlow","Date & Time","Feedback","Input Type","Intent","Language","Location","Source","User Type"
"25481156","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 5:37 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25481148","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 5:37 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25481045","Direct Match","rgi.insuredcheck","Are you saying nothisisyourproblemstartedvahanperyahCSMeinBataSubahSePichhlewalemeinkyaproblemhaikivahyah6singlewordlekinuskoLetaNahinHaiThodaBadaagaraapDoBaryasBoloLelegaabyahstatuscorrectboloLeLega, Please say yes or no to confirm","","","1","January 5, 2024 5:36 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25481021","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 5:35 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25481001","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 5:35 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25480996","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 5:35 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25480988","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 5:35 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25480962","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 5:34 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25480042","Direct Match","rgi.insuredcheck","Are you saying 955, Please say yes or no to confirm","","","1","January 5, 2024 5:22 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25480025","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 5:22 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25480010","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 5:22 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25479999","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 5:22 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25479992","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 5:22 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25479974","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 5:21 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25479856","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 5:20 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478655","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 5, 2024 5:06 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478622","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 5:05 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478591","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 5:05 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478543","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 5:04 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478539","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 5:04 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478524","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 5:04 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478501","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 5:04 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478440","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 5:03 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478417","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 5:03 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478310","Direct Match","rgi.garage verification","Please confirm if the garage is Vintage Garage,2M42+337, Opp to CMR Institute of Management Studies, 1st A Cross Rd, next to the White Owl restaurant, Chikka Banaswadi, Bengaluru, 560043. Please say yes to confirm or no to change the garage name","","","1","January 5, 2024 5:02 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478269","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 5:02 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478200","Direct Match","rgi.garagecitycheck","Are you saying Bengaluru, Please say yes or no to confirm","","","1","January 5, 2024 5:01 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478173","Direct Match","rgi.garage city","Please tell me the city name where the garage is located.","","","1","January 5, 2024 5:01 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478165","Direct Match","rgi.insured relationship","Thank you for confirming the policy details JANNA RANJAN BEHERA.  We will require few more details on the accident. What is your relationship with insured? Friend, Insured, Garage or Relative.","","","1","January 5, 2024 5:00 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478139","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 5, 2024 5:00 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478138","Direct Match","rgi.garagecheck","Are you saying vintage garage, Please say yes or no to confirm","","","1","January 5, 2024 5:00 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478128","Direct Match","rgi.garage name","Please tell me the garage name.","","","1","January 5, 2024 5:00 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478094","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 5:00 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478073","Direct Match","rgi.reasoncheck","Are you saying collision between the two cars, Please say yes or no to confirm","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478067","Direct Match","rgi.accident reason","Please tell me the short description of accident.","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478066","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478037","Direct Match","rgi.drivercheck","Are you saying Sudhanshu, Please say yes or no to confirm","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478036","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478025","Direct Match","rgi.driver name","Please tell me driver name.","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478012","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25478008","Direct Match","rgi.citycheck","Are you saying Bengaluru, Please say yes or no to confirm","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25478007","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477994","Direct Match","rgi.accident city","Please tell the city name where accident happened.","","","1","January 5, 2024 4:59 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477975","Direct Match","rgi.timecheck","Are you saying 11:00 p.m., Please say yes or no to confirm","","","1","January 5, 2024 4:58 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477957","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:58 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477954","Direct Match","rgi.accident time","Please tell me the time of accident.","","","1","January 5, 2024 4:58 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477932","Direct Match","rgi.datecheck","Are you saying 19th October, Please say yes or no to confirm","","","1","January 5, 2024 4:58 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477914","Direct Match","rgi.accident date","Please tell the date of accident.","","","1","January 5, 2024 4:58 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477895","Direct Match","rgi.numbercheck","Are you saying 9431046653, Please say yes or no to confirm","","","1","January 5, 2024 4:58 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477847","Direct Match","rgi.contact no","Please tell me your contact number.","","","1","January 5, 2024 4:57 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477816","Direct Match","rgi.numbercheck","Are you saying 943104665, Please say yes or no to confirm","","","1","January 5, 2024 4:57 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477803","Direct Match","rgi.contact no","Please tell me your contact number.","","","1","January 5, 2024 4:57 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477795","Direct Match","rgi.numbercheck","Are you saying 821048807, Please say yes or no to confirm","","","1","January 5, 2024 4:57 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477765","Direct Match","rgi.contact no","Please tell me your contact number.","","","1","January 5, 2024 4:56 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477704","Direct Match","rgi.namecheck","Are you saying Ibrahim, Please say yes or no to confirm","","","1","January 5, 2024 4:56 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477691","Direct Match","rgi.name","Please provide your name.","","","1","January 5, 2024 4:56 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477644","Direct Match","rgi.namecheck","Are you saying yes yes, Please say yes or no to confirm","","","1","January 5, 2024 4:55 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477630","Direct Match","rgi.name","Please provide your name.","","","1","January 5, 2024 4:55 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477530","Direct Match","rgi.namecheck","Are you saying Ibrahim, Please say yes or no to confirm","","","1","January 5, 2024 4:54 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477506","Direct Match","rgi.name","Please provide your name.","","","1","January 5, 2024 4:54 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477455","Direct Match","rgi.insured relationship","Thank you for confirming the policy details JANNA RANJAN BEHERA.  We will require few more details on the accident. What is your relationship with insured? Friend, Insured, Garage or Relative.","","","1","January 5, 2024 4:54 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477430","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:54 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477415","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477403","Direct Match","rgi.insuredcheck","Are you saying 955, Please say yes or no to confirm","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477389","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477371","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477356","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477350","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477348","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477335","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:53 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477302","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:52 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477294","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:52 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477272","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:52 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477262","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:52 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477259","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:52 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477229","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:52 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477222","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:51 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477206","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:51 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477198","No Match","ventilation","","","","1","January 5, 2024 4:51 PM","","TEXT","Not Found","en","","Desktop","New Visitor"
"25477186","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:51 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477184","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:51 PM","","TEXT","Direct Match","en","","Desktop","New Visitor"
"25477168","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:51 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477163","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:51 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25477134","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:51 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476448","Direct Match","rgi.insured relationship","Thank you for confirming the policy details JANNA RANJAN BEHERA.  We will require few more details on the accident. What is your relationship with insured? Friend, Insured, Garage or Relative.","","","1","January 5, 2024 4:43 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476422","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 5, 2024 4:42 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476245","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:40 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476232","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:40 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476214","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:39 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476203","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:39 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476195","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:39 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476175","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:39 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476118","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:38 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476067","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:37 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25476016","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:37 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475988","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:36 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475901","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:35 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475775","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:34 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475747","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:34 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475701","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:33 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475514","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:31 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475449","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:30 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475421","Direct Match","rgi.citycheck","Are you saying Dekha, Please say yes or no to confirm","","","1","January 5, 2024 4:30 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475410","Direct Match","rgi.driver name","Please tell me driver name.","","","1","January 5, 2024 4:30 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475346","Direct Match","rgi.citycheck","Are you saying Dekha, Please say yes or no to confirm","","","1","January 5, 2024 4:29 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475295","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:29 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25475257","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:28 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474991","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:25 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474972","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:25 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474950","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:25 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474946","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:25 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474920","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:24 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474905","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:24 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474858","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 5, 2024 4:24 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474661","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:22 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474643","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:21 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474624","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:21 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474616","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:21 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474518","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:20 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474490","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:20 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474352","Direct Match","rgi.namecheck","Are you saying Sudhanshu, Please say yes or no to confirm","","","1","January 5, 2024 4:19 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474325","Direct Match","rgi.name","Please provide your name.","","","1","January 5, 2024 4:18 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474206","Direct Match","rgi.insured relationship","Thank you for confirming the policy details JANNA RANJAN BEHERA.  We will require few more details on the accident. What is your relationship with insured? Friend, Insured, Garage or Relative.","","","1","January 5, 2024 4:17 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25474151","Direct Match","rgi.policy holder","I can see the policy holder name is JANNA RANJAN BEHERA. Please say yes or no to confirm","","","1","January 5, 2024 4:16 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25473998","Direct Match","rgi.insuredcheck","Are you saying 9552940452, Please say yes or no to confirm","","","1","January 5, 2024 4:15 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25473977","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:15 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25473950","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:15 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25473875","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:14 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25473854","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:13 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25473781","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:13 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472672","Direct Match","rgi.mobile no","Please provide your 10 digits registered mobile number attached to the policy","","","1","January 5, 2024 4:01 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472645","Direct Match","rgi.workshop","I am sorry to hear about your vehicle incident. I will need few details to register your claim.Is your vehicle reported to workshop?","","","1","January 5, 2024 4:01 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472625","Direct Match","rgi.register claim","Is this for theft claim or accidental claim?","","","1","January 5, 2024 4:01 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472615","Direct Match","rgi.register","Do you want to register the claim for motor policy or health policy?","","","1","January 5, 2024 4:01 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472598","Direct Match","start","Welcome to RGI, your virtual assistant! I can help you with claim intimation and claim status. How may I assist you today?","","","1","January 5, 2024 4:01 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472580","No Match","rgi.rgi.accident city","Answer Not Found","","","1","January 5, 2024 4:00 PM","","TEXT","Not Found","en","New Delhi","Desktop","New Visitor"
"25472548","Direct Match","rgi.citycheck","Are you saying Dekha, Please say yes or no to confirm","","","1","January 5, 2024 4:00 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472541","Direct Match","rgi.accident city","Please tell the city name where accident happened.","","","1","January 5, 2024 4:00 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472528","Direct Match","rgi.timecheck","Are you saying 11:00 p.m., Please say yes or no to confirm","","","1","January 5, 2024 4:00 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472516","Direct Match","rgi.accident time","Please tell me the time of accident.","","","1","January 5, 2024 3:59 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472473","Direct Match","rgi.datecheck","Are you saying 19th October, Please say yes or no to confirm","","","1","January 5, 2024 3:59 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472454","Direct Match","rgi.accident date","Please tell the date of accident.","","","1","January 5, 2024 3:59 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472405","Direct Match","rgi.numbercheck","Are you saying 7780807693, Please say yes or no to confirm","","","1","January 5, 2024 3:58 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472385","Direct Match","rgi.contact no","Please tell me your contact number.","","","1","January 5, 2024 3:58 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
"25472339","Direct Match","rgi.namecheck","Are you saying Sudhanshu, Please say yes or no to confirm","","","1","January 5, 2024 3:58 PM","","TEXT","Direct Match","en","New Delhi","Desktop","New Visitor"
